SalesDetails,SalesOrderNumber,OrderDate,DueDate,ShipDate,CustomerKey,RegionKey,DiscountAmount,TotalAmount,SalesAmount,EmployeeKey
287,SO49086,2024-07-31,2024-08-12,2024-07-08,258,4,1146.48,42594.45,41447.97,124
288,SO59036,2025-05-30,2025-06-11,2025-06-06,165,4,52.42,1715.56,1663.14,104
289,SO46638,2023-12-29,2024-01-10,2024-05-01,203,4,1920.14,61865.36,59945.22,127
290,SO45813,2023-09-29,2023-10-11,2023-06-10,221,4,935.48,32245.75,31310.27,104
291,SO71858,2025-11-29,2025-12-11,2025-06-12,186,4,265.78,11528.84,11263.06,124
292,SO51159,2024-12-28,2025-01-09,2025-04-01,94,4,24.18,484.63,460.45,104
293,SO43912,2023-01-29,2023-02-10,2023-05-02,403,4,340.52,13078.27,12737.75,127
294,SO48048,2024-04-30,2024-05-12,2024-07-05,436,4,3318.8,95134.09,91815.29,104
295,SO49887,2024-09-28,2024-10-10,2024-05-10,292,4,112.24,3502.56,3390.32,124
296,SO46380,2023-11-29,2023-12-11,2023-06-12,608,4,1266.44,58422.6,57156.16,126
297,SO48327,2024-05-30,2024-06-11,2024-06-06,473,4,83.88,3463.58,3379.7,104
298,SO47692,2024-03-30,2024-04-11,2024-06-04,41,4,166.78,3604.13,3437.35,127
299,SO51845,2025-01-28,2025-02-09,2025-04-02,312,4,991.36,46469.2,45477.84,124
300,SO45328,2023-08-01,2023-08-13,2023-08-08,385,4,1585.04,63241.95,61656.91,127
301,SO44091,2023-03-01,2023-03-13,2023-08-03,545,4,197.34,4492.7,4295.36,127
302,SO44757,2023-05-31,2023-06-12,2023-07-06,581,4,1077.94,37591.65,36513.71,104
303,SO44521,2023-05-01,2023-05-13,2023-08-05,240,4,955.72,26112.21,25156.48,127
304,SO47027,2024-01-29,2024-02-10,2024-05-02,436,4,2720.7,105375.23,102654.53,104
305,SO47418,2024-02-29,2024-03-12,2024-07-03,489,4,0.26,91.18,90.92,126
306,SO47439,2024-02-29,2024-03-12,2024-07-03,3,4,2190.72,59309.56,57118.84,127
307,SO67279,2025-09-29,2025-10-11,2025-06-10,331,4,1297.42,42195.89,40898.47,127
308,SO50282,2024-10-28,2024-11-09,2024-04-11,345,4,1087.98,33591.93,32503.95,127
309,SO44752,2023-05-31,2023-06-12,2023-07-06,114,4,481.18,12962.48,12481.3,125
310,SO58992,2025-05-30,2025-06-11,2025-06-06,23,4,112.5,3768.12,3655.62,125
311,SO67292,2025-09-29,2025-10-11,2025-06-10,4,4,1310.76,52033.16,50722.4,124
312,SO71859,2025-11-29,2025-12-11,2025-06-12,23,4,225.64,6653.26,6427.62,125
313,SO46355,2023-11-29,2023-12-11,2023-06-12,647,4,982.78,22996.49,22025.71,124
314,SO43863,2023-01-29,2023-02-10,2023-05-02,471,4,30.52,1718.9,1688.38,125
315,SO48380,2024-05-30,2024-06-11,2024-06-06,21,4,1078.34,33099.43,32021.09,126
316,SO44092,2023-03-01,2023-03-13,2023-08-03,273,4,123.62,4075.03,3951.41,124
317,SO46048,2023-10-29,2023-11-10,2023-05-11,384,4,768.16,33952.19,33184.03,125
318,SO46357,2023-11-29,2023-12-11,2023-06-12,365,4,280.8,8573.75,8292.95,126
319,SO58935,2025-05-30,2025-06-11,2025-06-06,473,4,62.2,1414.75,1352.55,125
320,SO48052,2024-04-30,2024-05-12,2024-07-05,435,4,621.34,24644.23,24022.89,104
321,SO45531,2023-08-29,2023-09-10,2023-05-09,114,4,105.42,4266.34,4160.92,104
322,SO59027,2025-05-30,2025-06-11,2025-06-06,21,4,1314.42,39723.71,38409.29,126
323,SO53583,2025-02-28,2025-03-12,2025-07-03,75,4,1558.26,51395.32,49837.06,127
324,SO49884,2024-09-28,2024-10-10,2024-05-10,166,4,2783.86,98266.66,95482.8,127
325,SO47438,2024-02-29,2024-03-12,2024-07-03,21,4,1463.0,56590.56,55127.55,104
326,SO46364,2023-11-29,2023-12-11,2023-06-12,366,4,949.1,40105.64,39156.54,104
327,SO50208,2024-10-28,2024-11-09,2024-04-11,328,4,2790.88,94673.14,91882.26,127
328,SO49132,2024-07-31,2024-08-12,2024-07-08,312,4,1081.9,31144.04,30062.14,124
329,SO44099,2023-03-01,2023-03-13,2023-08-03,473,4,79.24,12499.45,12420.21,127
330,SO63155,2025-07-31,2025-08-12,2025-07-08,258,4,946.2,35670.74,34724.54,125
331,SO44281,2023-03-31,2023-04-12,2023-07-04,510,4,0.3,419.46,419.16,124
332,SO46339,2023-11-29,2023-12-11,2023-06-12,114,4,95.78,3014.64,2918.86,125
333,SO71901,2025-11-29,2025-12-11,2025-06-12,165,4,43.62,2127.52,2083.9,104
334,SO45532,2023-08-29,2023-09-10,2023-05-09,417,4,278.44,6691.82,6413.38,124
335,SO61264,2025-06-30,2025-07-12,2025-07-07,166,4,782.88,25065.1,24282.22,125
336,SO45311,2023-08-01,2023-08-13,2023-08-08,492,4,764.76,18296.35,17531.59,125
337,SO49160,2024-07-31,2024-08-12,2024-07-08,403,4,1762.14,50953.32,49191.18,124
338,SO46661,2023-12-29,2024-01-10,2024-05-01,94,4,58.84,1524.54,1465.7,126
339,SO47407,2024-02-29,2024-03-12,2024-07-03,291,4,90.64,2521.7,2431.06,127
340,SO53580,2025-02-28,2025-03-12,2025-07-03,648,4,1227.8,36443.85,35216.05,125
341,SO47024,2024-01-29,2024-02-10,2024-05-02,435,4,1182.14,45845.45,44663.31,127
342,SO53586,2025-02-28,2025-03-12,2025-07-03,674,4,92.82,2760.44,2667.62,127
343,SO58937,2025-05-30,2025-06-11,2025-06-06,295,4,196.8,4557.38,4360.58,104
344,SO63240,2025-07-31,2025-08-12,2025-07-08,131,4,670.44,25411.36,24740.92,127
345,SO43865,2023-01-29,2023-02-10,2023-05-02,328,4,416.6,13196.05,12779.46,125
346,SO44301,2023-03-31,2023-04-12,2023-07-04,491,4,826.78,29479.39,28652.61,104
347,SO63192,2025-07-31,2025-08-12,2025-07-08,77,4,24.38,1159.13,1134.75,124
348,SO50688,2024-11-28,2024-12-10,2024-05-12,133,4,1612.52,58372.4,56759.88,125
349,SO47434,2024-02-29,2024-03-12,2024-07-03,61,4,1114.14,37289.59,36175.45,104
350,SO53476,2025-02-28,2025-03-12,2025-07-03,186,4,395.44,13751.41,13355.97,104
351,SO51153,2024-12-28,2025-01-09,2025-04-01,166,4,2886.88,91053.0,88166.12,127
352,SO47425,2024-02-29,2024-03-12,2024-07-03,674,4,89.48,3934.06,3844.58,124
353,SO49074,2024-07-31,2024-08-12,2024-07-08,529,4,611.98,20078.26,19466.28,125
354,SO63277,2025-07-31,2025-08-12,2025-07-08,493,4,332.4,7678.92,7346.52,125
355,SO44317,2023-03-31,2023-04-12,2023-07-04,221,4,977.48,33919.07,32941.6,127
356,SO43680,2022-12-29,2023-01-10,2023-05-01,491,4,283.94,11397.5,11113.56,124
357,SO47400,2024-02-29,2024-03-12,2024-07-03,133,4,2798.28,103584.96,100786.68,125
358,SO58975,2025-05-30,2025-06-11,2025-06-06,187,4,690.34,33623.78,32933.44,124
359,SO65266,2025-08-29,2025-09-10,2025-05-09,112,4,0.34,31.58,31.24,125
360,SO50205,2024-10-28,2024-11-09,2024-04-11,259,4,177.86,5255.31,5077.45,127
361,SO44751,2023-05-31,2023-06-12,2023-07-06,545,4,4.24,477.88,473.64,126
362,SO57131,2025-04-30,2025-05-12,2025-07-05,131,4,1028.82,30407.59,29378.77,125
363,SO65176,2025-08-29,2025-09-10,2025-05-09,420,4,646.46,25622.29,24975.83,104
364,SO71796,2025-11-29,2025-12-11,2025-06-12,420,4,1577.56,47848.03,46270.47,104
365,SO47990,2024-04-30,2024-05-12,2024-07-05,328,4,3501.46,100216.53,96715.07,126
366,SO47045,2024-01-29,2024-02-10,2024-05-02,309,4,2136.54,72107.81,69971.27,125
367,SO69466,2025-10-29,2025-11-10,2025-05-11,167,4,846.92,32062.03,31215.11,104
368,SO71787,2025-11-29,2025-12-11,2025-06-12,509,4,696.98,28733.58,28036.6,104
369,SO48016,2024-04-30,2024-05-12,2024-07-05,97,4,1358.0,44297.94,42939.94,125
370,SO44124,2023-03-01,2023-03-13,2023-08-03,3,4,597.14,15439.04,14841.9,124
371,SO49058,2024-07-31,2024-08-12,2024-07-08,78,4,1059.52,38334.65,37275.13,125
372,SO51099,2024-12-28,2025-01-09,2025-04-01,95,4,167.14,5208.65,5041.51,124
373,SO51745,2025-01-28,2025-02-09,2025-04-02,97,4,1678.16,73439.29,71761.13,126
374,SO44520,2023-05-01,2023-05-13,2023-08-05,78,4,1546.96,57700.23,56153.27,127
375,SO45317,2023-08-01,2023-08-13,2023-08-08,167,4,1751.62,61206.48,59454.86,126
376,SO44080,2023-03-01,2023-03-13,2023-08-03,439,4,0.38,11.4,11.02,127
377,SO71811,2025-11-29,2025-12-11,2025-06-12,473,4,70.66,2567.05,2496.39,104
378,SO63212,2025-07-31,2025-08-12,2025-07-08,385,4,920.68,23989.86,23069.18,104
379,SO55233,2025-03-30,2025-04-11,2025-06-04,4,4,1653.82,61119.64,59465.82,104
380,SO67307,2025-09-29,2025-10-11,2025-06-10,383,4,3.04,84.5,81.46,124
381,SO45541,2023-08-29,2023-09-10,2023-05-09,473,4,1.44,69.21,67.77,127
382,SO57042,2025-04-30,2025-05-12,2025-07-05,258,4,806.24,39988.78,39182.54,104
383,SO48356,2024-05-30,2024-06-11,2024-06-06,187,4,738.42,27258.36,26519.94,125
384,SO53550,2025-02-28,2025-03-12,2025-07-03,649,4,345.52,10687.85,10342.33,127
385,SO47417,2024-02-29,2024-03-12,2024-07-03,187,4,1704.48,49342.29,47637.81,127
386,SO48369,2024-05-30,2024-06-11,2024-06-06,25,4,74.12,4425.79,4351.67,124
387,SO51165,2024-12-28,2025-01-09,2025-04-01,241,4,114.5,6119.73,6005.23,126
388,SO47431,2024-02-29,2024-03-12,2024-07-03,25,4,6.7,288.12,281.42,124
389,SO59029,2025-05-30,2025-06-11,2025-06-06,648,4,688.72,19932.45,19243.73,104
390,SO50737,2024-11-28,2024-12-10,2024-05-12,674,4,72.32,2451.05,2378.73,125
391,SO49125,2024-07-31,2024-08-12,2024-07-08,435,4,732.08,24252.09,23520.01,125
392,SO47441,2024-02-29,2024-03-12,2024-07-03,608,4,3765.8,113726.74,109960.94,104
393,SO46624,2023-12-29,2024-01-10,2024-05-01,437,4,946.8,37668.03,36721.23,125
394,SO65303,2025-08-29,2025-09-10,2025-05-09,61,4,1689.82,58249.4,56559.58,124
395,SO45341,2023-08-01,2023-08-13,2023-08-08,40,4,1294.44,34740.28,33445.84,124
396,SO49481,2024-08-28,2024-09-09,2024-04-09,133,4,868.38,36892.32,36023.94,104
397,SO49104,2024-07-31,2024-08-12,2024-07-08,97,4,1644.12,44669.75,43025.63,125
398,SO69536,2025-10-29,2025-11-10,2025-05-11,435,4,1128.26,40638.25,39509.99,127
399,SO45060,2023-07-01,2023-07-13,2023-08-07,203,4,835.48,23946.49,23111.01,126
400,SO49890,2024-09-28,2024-10-10,2024-05-10,221,4,1154.22,43033.87,41879.65,127
401,SO48041,2024-04-30,2024-05-12,2024-07-05,529,4,285.96,10151.68,9865.72,124
402,SO61220,2025-06-30,2025-07-12,2025-07-07,383,4,3.16,108.56,105.4,124
403,SO46347,2023-11-29,2023-12-11,2023-06-12,473,4,31.46,1144.5,1113.04,124
404,SO43913,2023-01-29,2023-02-10,2023-05-02,40,4,935.92,36724.1,35788.18,124
405,SO47369,2024-02-29,2024-03-12,2024-07-03,239,4,4568.88,141523.93,136955.05,126
406,SO43897,2023-01-29,2023-02-10,2023-05-02,312,4,1616.34,51235.01,49618.67,104
407,SO48397,2024-05-30,2024-06-11,2024-06-06,457,4,680.42,30460.41,29779.99,124
408,SO43892,2023-01-29,2023-02-10,2023-05-02,167,4,604.22,16544.55,15940.33,125
409,SO43692,2022-12-29,2023-01-10,2023-05-01,221,4,1293.1,38510.9,37217.8,126
410,SO48080,2024-04-30,2024-05-12,2024-07-05,403,4,1522.78,49789.16,48266.38,124
411,SO47423,2024-02-29,2024-03-12,2024-07-03,165,4,127.32,4262.9,4135.58,125
412,SO51142,2024-12-28,2025-01-09,2025-04-01,597,4,90.1,2232.84,2142.74,124
413,SO47370,2024-02-29,2024-03-12,2024-07-03,417,4,0.48,149.03,148.55,104
414,SO46069,2023-10-29,2023-11-10,2023-05-11,492,4,199.92,8232.23,8032.31,126
415,SO65306,2025-08-29,2025-09-10,2025-05-09,75,4,494.14,22138.85,21644.71,104
416,SO45571,2023-08-29,2023-09-10,2023-05-09,608,4,2799.62,78882.93,76083.31,126
417,SO63261,2025-07-31,2025-08-12,2025-07-08,529,4,76.94,6708.78,6631.84,124
418,SO58919,2025-05-30,2025-06-11,2025-06-06,420,4,1918.78,52674.92,50756.14,124
419,SO63280,2025-07-31,2025-08-12,2025-07-08,435,4,572.92,24142.51,23569.59,126
420,SO49490,2024-08-28,2024-09-09,2024-04-09,24,4,1105.98,44311.82,43205.84,125
421,SO49151,2024-07-31,2024-08-12,2024-07-08,309,4,2134.98,62728.72,60593.74,125
422,SO59030,2025-05-30,2025-06-11,2025-06-06,6,4,19.5,441.92,422.42,124
423,SO48370,2024-05-30,2024-06-11,2024-06-06,648,4,971.9,36234.34,35262.44,124
424,SO46663,2023-12-29,2024-01-10,2024-05-01,292,4,241.28,8818.63,8577.35,104
425,SO63275,2025-07-31,2025-08-12,2025-07-08,492,4,0.52,41.99,41.47,124
426,SO46954,2024-01-29,2024-02-10,2024-05-02,150,4,42.48,1485.88,1443.4,126
427,SO59026,2025-05-30,2025-06-11,2025-06-06,674,4,60.28,2771.33,2711.05,125
428,SO51856,2025-01-28,2025-02-09,2025-04-02,435,4,1227.72,33634.68,32406.96,125
429,SO47972,2024-04-30,2024-05-12,2024-07-05,583,4,120.92,3048.53,2927.61,104
430,SO49538,2024-08-28,2024-09-09,2024-04-09,3,4,509.18,23383.13,22873.95,125
431,SO49523,2024-08-28,2024-09-09,2024-04-09,130,4,711.54,22612.41,21900.87,125
432,SO69441,2025-10-29,2025-11-10,2025-05-11,97,4,2175.12,68203.41,66028.29,127
433,SO46089,2023-10-29,2023-11-10,2023-05-11,385,4,1893.26,73568.3,71675.04,126
434,SO49444,2024-08-28,2024-09-09,2024-04-09,647,4,237.76,6509.25,6271.49,127
435,SO58988,2025-05-30,2025-06-11,2025-06-06,649,4,121.04,4878.75,4757.71,125
436,SO53599,2025-02-28,2025-03-12,2025-07-03,201,4,75.58,1667.94,1592.36,104
437,SO45339,2023-08-01,2023-08-13,2023-08-08,403,4,827.54,27763.8,26936.25,104
438,SO47458,2024-02-29,2024-03-12,2024-07-03,457,4,1409.46,55607.58,54198.12,125
439,SO47715,2024-03-30,2024-04-11,2024-06-04,292,4,82.52,3784.62,3702.1,124
440,SO65285,2025-08-29,2025-09-10,2025-05-09,674,4,81.52,6139.75,6058.23,127
441,SO46634,2023-12-29,2024-01-10,2024-05-01,491,4,29.34,803.69,774.34,125
442,SO53539,2025-02-28,2025-03-12,2025-07-03,59,4,529.86,18320.4,17790.54,104
443,SO58995,2025-05-30,2025-06-11,2025-06-06,624,4,1225.18,35834.14,34608.96,104
444,SO50663,2024-11-28,2024-12-10,2024-05-12,24,4,2365.0,88148.61,85783.61,127
445,SO65181,2025-08-29,2025-09-10,2025-05-09,649,4,69.08,2810.6,2741.52,126
446,SO51827,2025-01-28,2025-02-09,2025-04-02,131,4,635.14,24143.49,23508.35,125
447,SO55310,2025-03-30,2025-04-11,2025-06-04,292,4,306.06,9679.6,9373.54,125
448,SO57134,2025-04-30,2025-05-12,2025-07-05,255,4,1083.7,32632.9,31549.2,126
449,SO69417,2025-10-29,2025-11-10,2025-05-11,258,4,995.3,33513.37,32518.07,127
450,SO48784,2024-06-30,2024-07-12,2024-07-07,94,4,9.2,197.98,188.78,127
451,SO53538,2025-02-28,2025-03-12,2025-07-03,311,4,577.56,20607.78,20030.22,104
452,SO47039,2024-01-29,2024-02-10,2024-05-02,385,4,1242.18,32903.13,31660.95,126
453,SO67301,2025-09-29,2025-10-11,2025-06-10,421,4,0.6,26.72,26.12,127
454,SO71863,2025-11-29,2025-12-11,2025-06-12,649,4,76.02,2778.29,2702.27,124
455,SO47427,2024-02-29,2024-03-12,2024-07-03,648,4,1079.84,34400.89,33321.05,125
456,SO49152,2024-07-31,2024-08-12,2024-07-08,345,4,750.82,23097.02,22346.2,104
457,SO57062,2025-04-30,2025-05-12,2025-07-05,97,4,2189.16,62739.67,60550.51,126
458,SO55276,2025-03-30,2025-04-11,2025-06-04,205,4,1885.32,74984.01,73098.69,104
459,SO53598,2025-02-28,2025-03-12,2025-07-03,277,4,76.18,3796.33,3720.15,127
460,SO71920,2025-11-29,2025-12-11,2025-06-12,674,4,68.2,2527.13,2458.93,127
461,SO71815,2025-11-29,2025-12-11,2025-06-12,276,4,36.74,926.92,890.18,124
462,SO71899,2025-11-29,2025-12-11,2025-06-12,25,4,62.56,1901.41,1838.85,125
463,SO48780,2024-06-30,2024-07-12,2024-07-07,166,4,1323.92,46606.38,45282.46,126
464,SO51849,2025-01-28,2025-02-09,2025-04-02,529,4,293.86,10805.37,10511.51,104
465,SO50301,2024-10-28,2024-11-09,2024-04-11,385,4,983.98,42534.18,41550.21,125
466,SO48366,2024-05-30,2024-06-11,2024-06-06,674,4,61.44,1981.26,1919.82,127
467,SO46362,2023-11-29,2023-12-11,2023-06-12,187,4,614.76,17762.21,17147.45,125
468,SO65184,2025-08-29,2025-09-10,2025-05-09,186,4,278.72,10723.99,10445.27,104
469,SO48295,2024-05-30,2024-06-11,2024-06-06,24,4,2278.68,79722.99,77444.31,125
470,SO49832,2024-09-28,2024-10-10,2024-05-10,437,4,1114.2,36211.43,35097.23,127
471,SO50724,2024-11-28,2024-12-10,2024-05-12,457,4,779.38,22107.0,21327.62,125
472,SO43689,2022-12-29,2023-01-10,2023-05-01,166,4,856.48,33997.37,33140.89,126
473,SO48341,2024-05-30,2024-06-11,2024-06-06,133,4,1885.76,70065.92,68180.16,125
474,SO67326,2025-09-29,2025-10-11,2025-06-10,597,4,17.2,865.54,848.34,126
475,SO43678,2022-12-29,2023-01-10,2023-05-01,203,4,189.28,9799.92,9610.64,125
476,SO65279,2025-08-29,2025-09-10,2025-05-09,25,4,36.36,1582.46,1546.1,127
477,SO47386,2024-02-29,2024-03-12,2024-07-03,473,4,131.4,3613.64,3482.24,124
478,SO47436,2024-02-29,2024-03-12,2024-07-03,5,4,473.5,17147.14,16673.64,124
479,SO47712,2024-03-30,2024-04-11,2024-06-04,166,4,2921.7,99759.34,96837.64,126
480,SO46660,2023-12-29,2024-01-10,2024-05-01,166,4,4210.62,119415.2,115204.58,126
481,SO44770,2023-05-31,2023-06-12,2023-07-06,365,4,285.68,10382.86,10097.18,124
482,SO63262,2025-07-31,2025-08-12,2025-07-08,255,4,586.78,27709.22,27122.44,127
483,SO46041,2023-10-29,2023-11-10,2023-05-11,259,4,90.68,3471.82,3381.14,127
484,SO53602,2025-02-28,2025-03-12,2025-07-03,165,4,3.52,710.38,706.86,125
485,SO50739,2024-11-28,2024-12-10,2024-05-12,165,4,78.38,2458.61,2380.23,126
486,SO51139,2024-12-28,2025-01-09,2025-04-01,275,4,271.74,8109.25,7837.51,127
487,SO49109,2024-07-31,2024-08-12,2024-07-08,259,4,213.4,6577.12,6363.72,104
488,SO44545,2023-05-01,2023-05-13,2023-08-05,256,4,241.3,9855.78,9614.48,125
489,SO50719,2024-11-28,2024-12-10,2024-05-12,349,4,18.8,425.86,407.06,125
490,SO55303,2025-03-30,2025-04-11,2025-06-04,166,4,2139.16,63020.86,60881.71,124
491,SO63146,2025-07-31,2025-08-12,2025-07-08,259,4,191.76,4528.73,4336.97,126
492,SO61193,2025-06-30,2025-07-12,2025-07-07,4,4,2107.06,56182.35,54075.29,127
493,SO46370,2023-11-29,2023-12-11,2023-06-12,648,4,804.06,32355.59,31551.53,127
494,SO50238,2024-10-28,2024-11-09,2024-04-11,492,4,2.38,159.56,157.18,125
495,SO49506,2024-08-28,2024-09-09,2024-04-09,473,4,45.6,823.07,777.47,126
496,SO48374,2024-05-30,2024-06-11,2024-06-06,5,4,187.78,7921.75,7733.97,126
497,SO48378,2024-05-30,2024-06-11,2024-06-06,3,4,1545.76,42837.42,41291.66,126
498,SO49515,2024-08-28,2024-09-09,2024-04-09,490,4,810.56,29669.6,28859.04,124
499,SO50298,2024-10-28,2024-11-09,2024-04-11,257,4,1402.08,41637.59,40235.51,127
500,SO51867,2025-01-28,2025-02-09,2025-04-02,399,4,47.02,5461.28,5414.26,126
501,SO46366,2023-11-29,2023-12-11,2023-06-12,674,4,162.8,6094.36,5931.56,124
502,SO48767,2024-06-30,2024-07-12,2024-07-07,437,4,679.84,26717.65,26037.81,104
503,SO47408,2024-02-29,2024-03-12,2024-07-03,168,4,75.26,1263.04,1187.78,125
504,SO45321,2023-08-01,2023-08-13,2023-08-08,312,4,1767.18,61194.04,59426.86,127
505,SO50707,2024-11-28,2024-12-10,2024-05-12,649,4,108.42,3720.92,3612.5,127
506,SO44795,2023-05-31,2023-06-12,2023-07-06,608,4,2910.74,104588.71,101677.97,125
507,SO50266,2024-10-28,2024-11-09,2024-04-11,77,4,216.82,5514.15,5297.33,104
508,SO43885,2023-01-29,2023-02-10,2023-05-02,492,4,3.44,68.4,64.96,124
509,SO45811,2023-09-29,2023-10-11,2023-06-10,292,4,156.32,3456.26,3299.94,125
510,SO55256,2025-03-30,2025-04-11,2025-06-04,331,4,1331.06,45633.21,44302.15,124
511,SO51095,2024-12-28,2025-01-09,2025-04-01,383,4,28.52,803.77,775.25,124
512,SO44754,2023-05-31,2023-06-12,2023-07-06,417,4,404.52,10830.15,10425.63,124
513,SO50744,2024-11-28,2024-12-10,2024-05-12,25,4,53.18,2009.37,1956.19,104
514,SO53515,2025-02-28,2025-03-12,2025-07-03,609,4,0.92,26.72,25.8,104
515,SO46084,2023-10-29,2023-11-10,2023-05-11,313,4,39.06,1713.71,1674.65,124
516,SO48309,2024-05-30,2024-06-11,2024-06-06,561,4,7.6,489.98,482.38,126
517,SO44505,2023-05-01,2023-05-13,2023-08-05,384,4,1627.48,34978.06,33350.58,127
518,SO65277,2025-08-29,2025-09-10,2025-05-09,201,4,213.02,9197.12,8984.1,104
519,SO49146,2024-07-31,2024-08-12,2024-07-08,385,4,684.74,26597.15,25912.41,126
520,SO45560,2023-08-29,2023-09-10,2023-05-09,648,4,1762.48,56967.13,55204.65,126
521,SO49528,2024-08-28,2024-09-09,2024-04-09,25,4,12.2,803.03,790.83,127
522,SO46374,2023-11-29,2023-12-11,2023-06-12,75,4,541.38,16189.34,15647.96,124
523,SO55298,2025-03-30,2025-04-11,2025-06-04,275,4,79.4,1946.02,1866.62,126
524,SO61211,2025-06-30,2025-07-12,2025-07-07,437,4,617.74,23457.15,22839.41,126
525,SO63263,2025-07-31,2025-08-12,2025-07-08,257,4,398.62,21524.14,21125.52,126
526,SO48738,2024-06-30,2024-07-12,2024-07-07,41,4,137.88,3288.56,3150.68,124
527,SO50249,2024-10-28,2024-11-09,2024-04-11,529,4,492.22,14251.54,13759.32,124
528,SO65299,2025-08-29,2025-09-10,2025-05-09,151,4,87.06,2222.75,2135.69,104
529,SO50743,2024-11-28,2024-12-10,2024-05-12,648,4,1285.98,31207.09,29921.11,104
530,SO47035,2024-01-29,2024-02-10,2024-05-02,528,4,26.58,2647.03,2620.45,126
531,SO50736,2024-11-28,2024-12-10,2024-05-12,647,4,138.54,5835.66,5697.12,124
532,SO46617,2023-12-29,2024-01-10,2024-05-01,383,4,147.06,4289.36,4142.3,124
533,SO50713,2024-11-28,2024-12-10,2024-05-12,624,4,8.94,737.73,728.79,127
534,SO57153,2025-04-30,2025-05-12,2025-07-05,493,4,162.84,6236.76,6073.92,126
535,SO45059,2023-07-01,2023-07-13,2023-08-07,491,4,848.22,31282.48,30434.26,104
536,SO69453,2025-10-29,2025-11-10,2025-05-11,492,4,18.52,808.73,790.21,127
537,SO49046,2024-07-31,2024-08-12,2024-07-08,583,4,119.54,2595.68,2476.14,124
538,SO71924,2025-11-29,2025-12-11,2025-06-12,291,4,128.12,2942.42,2814.3,104
539,SO55290,2025-03-30,2025-04-11,2025-06-04,383,4,2.44,75.52,73.08,126
540,SO61261,2025-06-30,2025-07-12,2025-07-07,94,4,1.14,38.1,36.96,124
541,SO48358,2024-05-30,2024-06-11,2024-06-06,489,4,1.14,68.38,67.24,126
542,SO48043,2024-04-30,2024-05-12,2024-07-05,167,4,2469.64,97455.67,94986.03,127
543,SO44564,2023-05-01,2023-05-13,2023-08-05,403,4,1267.86,34537.26,33269.4,127
544,SO51808,2025-01-28,2025-02-09,2025-04-02,607,4,75.34,1770.73,1695.39,127
545,SO51106,2024-12-28,2025-01-09,2025-04-01,331,4,1890.72,53953.38,52062.66,125
546,SO50720,2024-11-28,2024-12-10,2024-05-12,490,4,846.0,27105.93,26259.93,126
547,SO47034,2024-01-29,2024-02-10,2024-05-02,257,4,2035.4,68027.05,65991.65,127
548,SO45070,2023-07-01,2023-07-13,2023-08-07,166,4,1023.9,28091.42,27067.52,127
549,SO65180,2025-08-29,2025-09-10,2025-05-09,23,4,49.08,8765.89,8716.81,126
550,SO50702,2024-11-28,2024-12-10,2024-05-12,187,4,1021.1,34930.47,33909.37,127
551,SO51848,2025-01-28,2025-02-09,2025-04-02,493,4,90.94,5986.69,5895.75,126
552,SO51122,2024-12-28,2025-01-09,2025-04-01,4,4,2005.66,60848.78,58843.12,124
553,SO48056,2024-04-30,2024-05-12,2024-07-05,257,4,2101.68,59569.23,57467.55,126
554,SO43864,2023-01-29,2023-02-10,2023-05-02,384,4,997.76,38474.36,37476.6,126
555,SO59041,2025-05-30,2025-06-11,2025-06-06,201,4,231.38,6784.3,6552.92,125
556,SO49463,2024-08-28,2024-09-09,2024-04-09,291,4,70.6,2539.66,2469.06,124
557,SO61200,2025-06-30,2025-07-12,2025-07-07,205,4,2578.0,71035.58,68457.58,125
558,SO46606,2023-12-29,2024-01-10,2024-05-01,510,4,1.46,57.68,56.22,127
559,SO71774,2025-11-29,2025-12-11,2025-06-12,609,4,6.1,713.8,707.7,126
560,SO58984,2025-05-30,2025-06-11,2025-06-06,186,4,525.86,18959.59,18433.73,124
561,SO49456,2024-08-28,2024-09-09,2024-04-09,624,4,21.5,624.72,603.22,125
562,SO65239,2025-08-29,2025-09-10,2025-05-09,473,4,4.7,109.25,104.55,126
563,SO47029,2024-01-29,2024-02-10,2024-05-02,256,4,1.64,53.99,52.35,104
564,SO47350,2024-02-29,2024-03-12,2024-07-03,277,4,75.78,5717.13,5641.35,125
565,SO43904,2023-01-29,2023-02-10,2023-05-02,255,4,385.04,11361.27,10976.23,124
566,SO49541,2024-08-28,2024-09-09,2024-04-09,608,4,1220.42,36603.14,35382.72,125
567,SO71895,2025-11-29,2025-12-11,2025-06-12,151,4,9.14,221.26,212.12,125
568,SO49486,2024-08-28,2024-09-09,2024-04-09,649,4,118.44,4228.15,4109.71,125
569,SO47433,2024-02-29,2024-03-12,2024-07-03,474,4,1.72,91.18,89.46,127
570,SO58923,2025-05-30,2025-06-11,2025-06-06,382,4,1.76,37.25,35.49,104
571,SO45548,2023-08-29,2023-09-10,2023-05-09,365,4,177.9,7657.89,7479.99,124
572,SO49483,2024-08-28,2024-09-09,2024-04-09,457,4,129.64,6125.17,5995.53,124
573,SO57077,2025-04-30,2025-05-12,2025-07-05,492,4,25.98,900.2,874.22,124
